salinity,ph,DO,temperature,oxygen,co3,hco3,tom,hard,ca,tan,no2,po4,mg,no3,alkalinity,class
36.5,8.3,,,,,,,,,0.031446541,0.003642987,0.629807692,,5,,safe
37,8.3,,,,,,,,,0.017819706,0.009107468,0.600961538,,5,,safe
37,8.4,,,,,,,,,,,,,,,ph
37,8.3,,,,,,,,,,,,,,,safe
37,8.4,,,,,,,,,,,,,,,ph
37,8.4,,,,,,,,,,,,,,,ph
37,8.4,,,,,,,,,,,,,,,ph
37,8.4,,,,,,,,,,,,,,,ph
36.5,8.5,,,,,,,,,,,,,,,ph
37,8.4,,,,,,,,,,,,,,,ph
36.5,8.3,,,,,,,,,,,,,,,safe
36.5,8.3,,,,,,,,,,,,,,,safe
37,8.3,,,,,,,,,,,,,,,safe
37,8.3,,,,,,,,,,,,,,,safe
37,8.4,,,,,,,,,,,,,,,ph
36.5,8.3,,,,,,,,,,,,,,,safe
36.5,8.4,5.31,30.4,86.1,,,,,,,,,,,,ph
36.5,8.5,5.27,30.3,85.2,,,,,,,,,,,,ph
37,8.4,5.33,30.5,86.5,,,,,,,,,,,,ph
37,8.5,5.11,30.5,83,,,,,,,,,,,,ph
36.5,8.5,5.7,30.5,92.4,,,,,,,,,,,,ph
36,8.4,5.65,30.5,91.7,,,,,,,,,,,,ph
37,8.5,5.37,30.5,87.1,,,,,,,,,,,,ph
37,8.5,5.28,30.5,85.7,,,,,,,,,,,,ph
36.5,8.5,5.35,30.5,86.7,,,,,,,,,,,,ph
37,8.4,5.06,30.6,82.1,,,,,,,,,,,,ph
36.5,8.4,5.66,30.7,92.1,,,,,,,,,,,,ph
37,8.3,5.69,30.7,92.5,,,,,,,,,,,,do
37,8.5,5.86,30.7,95.4,,,,,,,,,,,,ph
36.5,8.6,5.25,30.6,85.3,,,,,,,,,,,,ph
37,8.4,5.28,30.3,85.3,,,,,,,,,,,,ph
36.5,8.5,5.32,30.6,86.4,,,,,,,,,,,,ph
36.5,8.5,5.25,30.5,85.3,,,,,,,,,,,,ph
37,8.4,5.22,30.5,84.8,,,,,,,,,,,,ph
37,8.5,5.37,30.5,87.1,,,,,,,,,,,,ph
37,8.6,5.32,30.6,86.4,,,,,,,,,,,,ph
36.5,8.5,5.36,30.7,87.2,,,,,,,,,,,,ph
36.5,8.4,5.45,30.6,88.6,,,,,,,,,,,,ph
36.5,8.4,5.47,30.6,88.9,,,,,,,,,,,,ph
36.5,8.4,5.4,30.6,87.7,,,,,,,,,,,,ph
36.5,8.3,5.38,30.8,87.8,,,,,,,,,,,,do
37,8.5,5.41,30.8,88.1,,,,,,,,,,,,ph
37,8.4,5.41,30.7,88.2,,,,,,,,,,,,ph
36.5,8.4,5,30.8,81.6,,,,,,,,,,,,ph
36.5,8.5,4.88,30.8,79.4,,,,,,,,,,,,ph
37,8.4,5.04,30.8,82.2,,,,,,,,,,,,ph
37,8.5,5.15,30.8,83.9,,,,,,,,,,,,ph
37,8.4,5.09,30.9,83.1,,,,,,,,,,,,ph
36.5,8.4,5.13,30.9,83.9,,,,,,,,,,,,ph
37,8.5,4.98,30.9,81.3,,,,,,,,,,,,ph
37,8.5,5.1,30.9,83.3,,,,,,,,,,,,ph
36.5,8.5,5.08,30.8,82.8,,,,,,,,,,,,ph
36.5,8.5,5.02,30.9,82,,,,,,,,,,,,ph
37,8.4,5.05,31.1,82.7,,,,,,,,,,,,ph
37,8.4,5.19,31.1,85,,,,,,,,,,,,ph
37,8.6,5.19,31.1,85,,,,,,,,,,,,ph
36.5,8.5,4.94,31,80.7,,,,,,,,,,,,ph
37,8.4,4.92,30.8,80.1,,,,,,,,,,,,ph
36.5,8.5,5.01,30.9,81.9,,,,,,,,,,,,ph
36.5,8.5,4.91,30.9,80.1,,,,,,,,,,,,ph
36.5,8.4,4.88,30.9,79.6,,,,,,,,,,,,ph
37,8.5,5.12,30.8,83.5,,,,,,,,,,,,ph
37,8.6,5.05,30.9,82.4,,,,,,,,,,,,ph
36.5,8.5,5.05,31.1,83.2,,,,,,,,,,,,ph
36.5,8.5,5.1,31,83.3,,,,,,,,,,,,ph
37,8.5,5.11,31,83.5,,,,,,,,,,,,ph
37,8.5,5.07,31,82.9,,,,,,,,,,,,ph
36.5,8.4,5.15,31.1,84.4,,,,,,,,,,,,ph
36.5,8.4,5.02,31.1,82.2,,,,,,,,,,,,ph
37,8.4,5.14,31.1,84.1,,,,,,,,,,,,ph
36.5,8.3,4.88,31,80.4,,,,,,,,,,,,do
37.5,8.4,4.51,31,73.5,,,,,,,,,,,,ph
37,8.4,4.74,31,78.1,,,,,,,,,,,,ph
36.5,8.5,4.84,31,79.2,,,,,,,,,,,,ph
36.5,8.4,4.5,30.9,73.4,,,,,,,,,,,,ph
36.5,8.5,4.67,31,76.4,,,,,,,,,,,,ph
37,8.5,4.52,30.9,73.6,,,,,,,,,,,,ph
36.5,8.5,4.61,31.1,75.3,,,,,,,,,,,,ph
37,8.5,4.6,31,75.2,,,,,,,,,,,,ph
36.5,8.5,5.04,30.9,82.2,,,,,,,,,,,,ph
36.5,8.5,4.51,31.2,73.9,,,,,,,,,,,,ph
37,8.5,4.23,31,69.2,,,,,,,,,,,,ph
37,8.7,4.4,31.1,72,,,,,,,,,,,,ph
36.5,8.5,4.53,31.1,74.2,24,118,111.232,7135.5,6030,0.036328872,0.038251366,0.03030303,1105.5,5,142,ph
37,8.4,4.39,30.9,71.7,20,120,111.232,7135.5,6030,0.015296367,0.035519126,0.232323232,1105.5,5,140,ph
36.5,8.5,4.73,31,77.4,20,122,115.024,7035,5929.5,0.031548757,0.0428051,0.070707071,1105.5,5,142,ph
37,8.5,4.35,31,71.2,28,114,112.496,7135.5,6030,0.02581262,0.030054645,0.090909091,1105.5,5,142,ph
37,8.4,4.62,31,75.8,20,120,112.496,7035,5929.5,0.039196941,0.037340619,0,1105.5,5,140,ph
37,8.5,4.4,31.1,72.4,20,120,101.12,7135.5,5929.5,0.033460803,0.035519126,0,1206,5,140,ph
36.5,8.6,5.03,30.9,82.2,32,108,103.648,7035,5929.5,0.021032505,0.027322404,0,1105.5,5,140,ph
37,8.4,4.36,31.1,71.4,20,120,101.12,7135.5,6030,0.020076482,0.020947177,0,1105.5,5,140,ph
36.5,8.5,4.77,31.1,78.1,20,118,101.12,7135.5,6030,0.021988528,0.02276867,0,1105.5,5,138,ph
37,8.5,4.75,31,77.7,20,118,107.44,7035,5929.5,0.022944551,0.029143898,0,1105.5,5,138,ph
36.5,8.5,4.95,31,81.1,20,112,111.232,7035,5929.5,0.022944551,0.024590164,0,1105.5,5,132,ph
36.5,8.5,4.76,31.1,77.9,28,108,98.592,7135.5,6030,0.021032505,0.017304189,0,1105.5,5,136,ph
37,8.5,4.81,31.1,78.3,24,116,112.496,7135.5,5929.5,0.02581262,0.023679417,0,1206,5,140,ph
37,8.5,4.75,31,77.7,20,116,106.176,7135.5,6030,0.020076482,0.02003643,0,1105.5,5,136,ph
36.5,8.3,4.81,30.5,78.1,8,126,99.856,6934.5,1105.5,0.004780115,0.027322404,0.747474747,5829,5,134,do
37.5,8.4,4.61,30.4,74.7,12,126,109.968,7035,1105.5,0.007648184,0.025500911,0.651515152,5929.5,5,138,ph
37,8.4,4.82,30.5,78.3,12,128,101.12,7035,1105.5,0.007648184,0.027322404,0.47979798,5929.5,5,140,ph
36.5,8.5,4.52,30.5,73.2,16,122,106.176,7035,1105.5,0.007648184,0.021857923,0.666666667,5929.5,5,138,ph
36.5,8.4,4.51,30.3,73,12,124,101.12,6934.5,1105.5,0.017208413,0.030965392,0.52020202,5829,5,136,ph
36.5,8.5,4.4,30.4,71.4,16,122,106.176,7035,1105.5,0.010516252,0.019125683,0.838383838,5929.5,5,138,ph
37,8.5,4.44,30.4,71.9,20,122,112.496,7035,1005,0.018164436,0.028233151,0.570707071,6030,5,142,ph
36.5,8.5,4.97,30.5,80.6,16,128,107.44,7035,1105.5,0.018164436,0.031876138,0.984848485,5929.5,5,144,ph
37,8.5,4.92,30.4,79.9,16,130,107.44,7035,1105.5,0.014340344,0.028233151,0.656565657,5929.5,5,146,ph
36.5,8.5,4.78,30.5,77.7,12,130,99.856,7035,1105.5,0.01625239,0.028233151,0.505050505,5929.5,5,142,ph
36.5,8.5,4.9,30.6,79.7,12,132,109.968,7035,1105.5,0.020076482,0.029143898,0.54040404,5929.5,5,144,ph
37,8.5,4.94,30.5,80.1,16,118,97.328,7035,1105.5,0.008604207,0.016393443,0.429292929,5929.5,5,134,ph
37,8.7,4.68,30.4,75.9,24,116,107.44,7135.5,1105.5,0.013384321,0.024590164,0.464646465,6030,5,140,ph
36.5,8.5,4.41,30.6,71.7,,,,,,,,,,,,ph
37,8.4,4.57,30.4,74.7,,,,,,,,,,,,ph
36.5,8.5,4.65,30.4,75.1,,,,,,,,,,,,ph
37,8.5,4.88,30.4,79.1,,,,,,,,,,,,ph
37,8.4,4.64,30.5,75.3,,,,,,,,,,,,ph
37,8.5,4.89,30.4,79.3,,,,,,,,,,,,ph
36.5,8.6,4.54,30.5,72.9,,,,,,,,,,,,ph
37,8.4,4.82,30.5,78.2,,,,,,,,,,,,ph
36.5,8.5,4.41,30.4,71.5,,,,,,,,,,,,ph
37,8.5,4.71,30.5,76.8,,,,,,,,,,,,ph
36.5,8.5,4.91,30.5,79.9,,,,,,,,,,,,ph
36.5,8.5,4.67,30.5,75.8,,,,,,,,,,,,ph
37,8.5,4.81,30.5,78,,,,,,,,,,,,ph
37,8.5,4.87,30.5,79,,,,,,,,,,,,ph
36.5,8.3,5.21,29.1,82.4,,,,,,,,,,,,do
37,8.4,5.14,29.1,81.3,,,,,,,,,,,,ph
36.5,8.4,5.27,29,83.2,,,,,,,,,,,,ph
36.5,8.5,5.23,29.1,82.8,,,,,,,,,,,,ph
36.5,8.4,5.23,29,82.6,,,,,,,,,,,,ph
36.5,8.5,5.25,29,83,,,,,,,,,,,,ph
36.5,8.5,5.28,29.1,83.5,,,,,,,,,,,,ph
36.5,8.5,5.19,29.1,82.2,,,,,,,,,,,,ph
36.5,8.5,5.18,29,81.8,,,,,,,,,,,,ph
36.5,8.5,5.37,29,84.9,,,,,,,,,,,,ph
36,8.5,5.23,29.2,82.8,,,,,,,,,,,,ph
36.5,8.5,5.38,29.1,85,,,,,,,,,,,,ph
36.5,8.6,5.35,29,84.6,,,,,,,,,,,,ph
36.5,8.5,5.29,29.3,83.9,,,,,,,,,,,,ph
37,8.5,5.13,29.1,81.1,,,,,,,,,,,,ph
36.5,8.4,5.25,29.1,83,,,,,,,,,,,,ph
36.5,8.5,5.11,29.1,80.9,,,,,,,,,,,,ph
36.5,8.4,5.09,29.1,80.5,,,,,,,,,,,,ph
36.5,8.5,5.13,29,81,,,,,,,,,,,,ph
36.5,8.6,5.24,29.1,82.9,,,,,,,,,,,,ph
36.5,8.5,5.18,29.3,82.2,,,,,,,,,,,,ph
36.5,8.5,5.14,29.3,81.6,,,,,,,,,,,,ph
36.5,8.5,5.24,29.1,83,,,,,,,,,,,,ph
36.5,8.6,5.31,29.1,84,,,,,,,,,,,,ph
36.5,8.6,5.2,29.1,82.3,,,,,,,,,,,,ph
37,8.5,5.31,29.1,84,,,,,,,,,,,,ph
36.5,8.5,5.26,29.1,83.2,,,,,,,,,,,,ph
36.5,8.3,5.13,28.9,81,,,,,,,,,,,,do
36.5,8.3,5.17,28.9,81.6,,,,,,,,,,,,do
37,8.4,5.28,28.8,83.3,,,,,,,,,,,,ph
36.5,8.4,5.58,28.9,88,,,,,,,,,,,,ph
36.5,8.4,5.18,28.9,81.7,,,,,,,,,,,,ph
36.5,8.5,5.31,29,84,,,,,,,,,,,,ph
36.5,8.4,5.37,29,84.9,,,,,,,,,,,,ph
36.5,8.4,5.31,28.9,83.7,,,,,,,,,,,,ph
36.5,8.5,5.46,28.8,86.6,,,,,,,,,,,,ph
36.5,8.5,5.37,29,84.9,,,,,,,,,,,,ph
36.5,8.5,5.2,28.9,82.1,,,,,,,,,,,,ph
37,8.5,5.31,28.9,83.7,,,,,,,,,,,,ph
36.5,8.4,5.25,29,83.1,,,,,,0.000478011,0.015482696,0.565656566,,5,,ph
37,8.5,4.97,29,77.8,,,,,,0.000478011,0.026411658,0.737373737,,5,,ph
37,8.5,5.34,29,84.4,,,,,,0.000478011,0.025500911,0.560606061,,5,,ph
36.5,8.5,5.14,28.9,81.2,,,,,,0.002390057,0.016393443,0.601010101,,5,,ph
37,8.4,4.92,28.9,77.7,,,,,,0.00334608,0.020947177,0.454545455,,5,,ph
36.5,8.6,5.24,28.9,82.7,,,,,,0.019120459,0.038251366,0.555555556,,5,,ph
36.5,8.7,5.22,28.9,82.4,,,,,,0.023900574,0.028233151,0.606060606,,5,,ph
36.5,8.5,5.32,29.1,84.2,,,,,,0.039196941,0.030965392,0.681818182,,5,,ph
36.5,8.5,5.4,29,85.5,,,,,,0.045889101,0.030054645,0.666666667,,5,,ph
36.5,8.5,5.49,29,86.8,,,,,,0,0.020947177,0.404040404,,5,,ph
36.5,8.6,5.37,28.9,84.8,,,,,,0.002390057,0.016393443,0.303030303,,5,,ph
36.5,8.5,5.45,28.9,86.1,,,,,,0.035372849,0.030054645,0.328282828,,5,,ph
37,8.6,5.39,28.9,85.2,,,,,,0.039196941,0.021857923,0.444444444,,5,,ph
36.5,8.5,5.12,28.9,80.4,,,,,,0.029636711,0.018214936,0.484848485,,5,,ph
36.5,8.1,5.5,28.5,86.5,,,,,,0.027724665,0.017304189,1.191891892,,5,,do
36.5,8.1,5.23,28.4,82,4,134,113.76,6900,5900,0.02581262,0.020491803,0.635135135,1000,10,138,do
36.5,8.1,5.22,28.3,81.8,0,138,116.288,7000,6000,0.000956023,0.034153005,0.775675676,1000,5,138,do
36.5,8.1,5.33,28.4,83.5,0,140,117.552,6900,5800,0,0.02140255,0.586486486,1100,10,140,do
36.5,8.2,5.27,28.3,82.5,0,142,115.024,6900,5900,0,0.02140255,0.732432432,1000,5,142,do
36.5,8.1,5.24,28.3,82.1,4,138,116.288,7000,6000,0.003824092,0.025045537,0.418918919,1000,5,142,do
36.5,8.2,5.11,28.3,80,4,136,112.496,6900,5800,0.001912046,0.025956284,0.332432432,1100,5,140,do
36.5,8.2,5.11,28.4,80.1,12,128,112.496,6800,5800,0.003824092,0.020491803,0.543243243,1000,5,140,do
36.5,8.2,5.28,28.5,83,8,132,107.44,6800,5800,0.004780115,0.012295082,0.521621622,1000,5,140,do
36,8.1,5.31,28.4,83.3,8,132,115.024,6900,5800,0.003824092,0.01867031,0.624324324,1100,10,140,do
36.5,8.2,5.34,28.4,83.7,8,128,99.856,6800,5800,0.003824092,0.027777778,0.451351351,1000,5,136,do
36.5,8.2,5.33,28.3,83.5,8,134,106.176,6800,5800,0.002868069,0.022313297,0.527027027,1000,10,142,do
36.5,8.2,5.27,28.4,82.7,8,136,97.328,7000,6000,0.034416826,0.025500911,0.445945946,1000,10,144,do
36.5,8.3,5.15,28.3,80.7,20,118,111.232,6900,5800,0.035372849,0.027322404,0.586486486,1100,5,138,do
36.5,8.2,5.13,28.3,80.4,16,122,108.704,6900,5900,0.038240918,0.036429872,0.7,1000,10,138,do
36,8,5.39,27.9,83.9,0,136,101.12,6800,1000,0.043021033,0.02276867,1.010810811,5800,5,136,do
36,8,5.36,27.9,83.3,0,132,112.496,6900,1100,0.007648184,0.01867031,0.718918919,5800,10,132,do
36,8.1,5.38,27.9,83.9,0,136,104.912,6900,1000,0.011472275,0.020491803,0.475675676,5900,5,136,do
36,8.1,5.51,28,86,0,134,112.496,6800,1100,0.010516252,0.022313297,0.47027027,5700,10,134,do
36,8.1,5.57,27.9,86.9,0,134,115.024,6700,1000,0.009560229,0.01867031,0.437837838,5700,5,134,do
,,,,,0,134,111.232,6900,1000,0.014340344,0.01867031,0.551351351,5900,5,134,safe
36,8.1,5.55,27.9,86.7,8,126,111.232,6800,1100,0.004780115,0.014116576,0.637837838,5700,10,134,do
36,8.1,5.45,28,85,0,138,117.552,6900,1000,0.007648184,0.026867031,0.578378378,5900,10,138,do
36,8,5.29,28,82.5,0,136,115.024,6800,1100,0.014340344,0.031420765,0.486486486,5700,5,136,do
36,8.1,5.39,27.9,83.9,0,138,111.232,6800,1100,0.04875717,0.056466302,0.572972973,5700,10,138,do
36,8.1,5.44,28,84.9,8,130,113.76,6900,1000,0.044933078,0.047358834,0.724324324,5900,10,138,do
