salinity,ph,DO,temperature,oxygen,co3,hco3,tom,hard,ca,tan,no2,po4,mg,no3,alkalinity,class
36.5,8.1,5.23,28.4,82,4,134,113.76,6900,5900,0.02581262,0.020491803,0.635135135,1000,10,138,do
36.5,8.1,5.22,28.3,81.8,0,138,116.288,7000,6000,0.000956023,0.034153005,0.775675676,1000,5,138,do
36.5,8.1,5.33,28.4,83.5,0,140,117.552,6900,5800,0,0.02140255,0.586486486,1100,10,140,do
36.5,8.2,5.27,28.3,82.5,0,142,115.024,6900,5900,0,0.02140255,0.732432432,1000,5,142,do
36.5,8.1,5.24,28.3,82.1,4,138,116.288,7000,6000,0.003824092,0.025045537,0.418918919,1000,5,142,do
36.5,8.2,5.11,28.3,80,4,136,112.496,6900,5800,0.001912046,0.025956284,0.332432432,1100,5,140,do
36.5,8.2,5.11,28.4,80.1,12,128,112.496,6800,5800,0.003824092,0.020491803,0.543243243,1000,5,140,do
36.5,8.2,5.28,28.5,83,8,132,107.44,6800,5800,0.004780115,0.012295082,0.521621622,1000,5,140,do
36,8.1,5.31,28.4,83.3,8,132,115.024,6900,5800,0.003824092,0.01867031,0.624324324,1100,10,140,do
36.5,8.2,5.34,28.4,83.7,8,128,99.856,6800,5800,0.003824092,0.027777778,0.451351351,1000,5,136,do
36.5,8.2,5.33,28.3,83.5,8,134,106.176,6800,5800,0.002868069,0.022313297,0.527027027,1000,10,142,do
36.5,8.2,5.27,28.4,82.7,8,136,97.328,7000,6000,0.034416826,0.025500911,0.445945946,1000,10,144,do
36.5,8.3,5.15,28.3,80.7,20,118,111.232,6900,5800,0.035372849,0.027322404,0.586486486,1100,5,138,do
36.5,8.2,5.13,28.3,80.4,16,122,108.704,6900,5900,0.038240918,0.036429872,0.7,1000,10,138,do
36,8,5.39,27.9,83.9,0,136,101.12,6800,1000,0.043021033,0.02276867,1.010810811,5800,5,136,do
36,8,5.36,27.9,83.3,0,132,112.496,6900,1100,0.007648184,0.01867031,0.718918919,5800,10,132,do
36,8.1,5.38,27.9,83.9,0,136,104.912,6900,1000,0.011472275,0.020491803,0.475675676,5900,5,136,do
36,8.1,5.51,28,86,0,134,112.496,6800,1100,0.010516252,0.022313297,0.47027027,5700,10,134,do
36,8.1,5.57,27.9,86.9,0,134,115.024,6700,1000,0.009560229,0.01867031,0.437837838,5700,5,134,do
36,8.1,5.55,27.9,86.7,8,126,111.232,6800,1100,0.004780115,0.014116576,0.637837838,5700,10,134,do
36,8.1,5.45,28,85,0,138,117.552,6900,1000,0.007648184,0.026867031,0.578378378,5900,10,138,do
36,8,5.29,28,82.5,0,136,115.024,6800,1100,0.014340344,0.031420765,0.486486486,5700,5,136,do
36,8.1,5.39,27.9,83.9,0,138,111.232,6800,1100,0.04875717,0.056466302,0.572972973,5700,10,138,do
36,8.1,5.44,28,84.9,8,130,113.76,6900,1000,0.044933078,0.047358834,0.724324324,5900,10,138,do
36,8.1,5.45,27.9,85.1,4,134,107.44,6900,1100,0.011472275,0.024134791,0.475675676,5800,5,138,do
34,7.9,5.12,28.7,81.1,0,134,111.339,6200,5100,0.084915612,0.009952607,1.238693467,1100,5,134,do
34.5,7.8,4.98,28.6,78.6,0,134,117.594,6500,5400,0.002637131,0.010896343,1.525125628,1100,5,134,do
34,7.8,5.27,28.6,83,0,130,115.092,6300,5300,0.073312236,0.008053818,1.243718593,1000,5,130,do
34.5,7.9,5.1,28.6,80.4,0,136,110.088,6300,5200,0.11128692,0.009001327,1.203517588,1100,5,136,do
34,7.8,5.37,28.5,84.6,0,136,108.837,6400,5400,0.001582278,0.013738867,1.113065327,1000,5,136,do
34,7.8,5.06,28.5,79.6,0,140,111.339,6300,5300,0.043776371,0.022266439,1.298994975,1000,5,140,do
33.5,7.9,5.32,28.5,83.8,0,132,111.339,6300,5300,0.110232068,0.009001327,1.092964824,1000,5,132,do
34,7.9,5.24,28.8,83,0,140,100.08,6300,5300,0.077531646,0.010896343,1.123115578,1000,5,140,do
34,8,5.25,28.7,82.9,0,134,108.837,6400,5300,0.107067511,0.006158802,1.118090452,1100,5,134,do
34,8,5.21,28.6,82.3,0,134,108.837,6400,5400,0.104957806,0.008053818,1.138190955,1000,5,134,do
34,8,5.18,28.5,81.8,0,142,116.343,6300,5300,0,0.016581391,1.072864322,1000,5,142,do
34.5,8,5.07,28.6,80.1,0,136,110.088,6500,5500,0,0.017528899,0.675879397,1000,5,136,do
34.5,8.1,5.39,28.6,85.1,8,132,118.845,6300,5200,0,0.016581391,0.836683417,1100,5,140,do
34.5,8,5.34,28.5,84.2,4,138,120.096,6500,5400,0.004746835,0.022266439,0.932160804,1100,5,142,do
33.5,7.9,5.11,29,81.1,0,136,105.084,6300,1000,0.123417722,0.005211294,1.281407035,5300,5,136,do
34.5,7.9,5.07,29,80.5,0,128,111.339,6500,1000,0.112869198,0.009948835,1.346733668,5500,5,128,do
34,8,5.19,28.9,82.1,0,138,110.088,6400,1000,0.014767932,0.009948835,0.979899497,5400,5,138,do
33.5,7.9,5,29,79.4,0,132,108.837,6300,1000,0.05907173,0.008053818,1.201005025,5300,5,132,do
34,7.9,5.21,28.9,82.5,0,134,97.578,6300,1000,0.037974684,0.011843851,1.180904523,5300,5,134,do
34,7.9,5.18,29.1,82.3,0,136,108.837,6400,1000,0.119198312,0.004263786,1.432160804,5400,5,136,do
34,7.9,4.98,29.1,79.1,0,128,118.845,6300,1000,0.003164557,0.012791359,1.532663317,5300,5,128,do
33.5,7.9,4.91,28.9,77.8,0,132,106.335,6300,1000,0.037974684,0.008053818,1.32160804,5300,5,132,do
34,7.9,5.18,28.9,82,0,132,110.088,6400,1100,0.119198312,0.005211294,1.025125628,5300,5,132,do
34,7.9,5.06,28.9,80.2,0,130,105.084,6400,1000,0.069620253,0.00710631,1.185929648,5400,5,130,do
34,7.9,4.84,29,76.8,0,134,122.598,6500,1100,0.001054852,0.008053818,1.190954774,5400,5,134,do
34,7.8,4.99,30.6,81,0,128,112.496,6300,5200,0.36814346,0.015160129,1.115577889,1100,5,128,do
34,7.8,5.06,30.5,81.9,0,130,113.76,6400,5300,0.434599156,0.018950161,1.683417085,1100,5,130,do
33.5,7.9,5.08,30.6,82.4,0,130,106.176,6400,5400,0.341772152,0.00473754,1.135678392,1000,5,130,do
34,8,5.21,30.6,84.6,0,130,107.44,6400,5400,0.199367089,0.000947508,0.934673367,1000,5,130,do
34.5,7.9,5,30.6,81.2,0,134,111.232,6500,5400,0.582278481,0.007580064,1.281407035,1100,5,134,do
34.5,7.9,5.06,30.6,82,0,136,99.856,6400,5400,0.640295359,0.013265113,1.477386935,1000,5,136,do
33.5,8,5.11,30.6,82.9,0,130,113.76,6400,5400,0.017932489,0.000947508,0.673366834,1000,10,130,do
34,8,5.12,30.7,83.2,0,126,111.232,6300,5200,0.138185654,0.006632556,0.778894472,1100,5,126,do
34,7.9,5.3,30.7,86.1,0,128,102.384,6400,5300,0.563291139,0.015160129,1.08040201,1100,5,128,do
34,7.9,5.24,30.7,85.1,0,132,112.496,6400,5400,0.473628692,0.014212621,1.050251256,1000,5,132,do
34.5,7.9,5.21,30.6,84.6,0,134,115.024,6400,5400,0.497890295,0.008527572,1.105527638,1000,5,134,do
34,8,5.25,30.7,85.4,0,128,112.496,6400,5400,0.19092827,0.010422589,0.628140704,1000,5,128,do
35,8,5.32,30.6,86.4,0,132,113.76,6500,5400,0.213080169,0.008527572,0.939698492,1100,5,132,do
34.5,7.9,5.13,30.5,83.2,0,130,115.024,6400,5400,0.311181435,0.007580064,1.165829146,1000,5,130,do
33.5,7.8,4.74,29.1,75,0,132,117.552,6231.186,1005.03,0.103375527,0.021800948,1.058974359,5226.156,10,132,do
34,8,5.31,29.1,84,0,128,116.288,6432.192,1105.533,0.367088608,0.044549763,1.566666667,5326.659,10,128,do
33.5,8.1,5.35,29.1,84.7,0,136,104.912,6432.192,1005.03,0.143459916,0.034123223,1.417948718,5427.162,10,136,do
34,8.1,5.47,29.2,86.6,0,128,111.232,6432.192,1105.533,0.148734177,0.026540284,0.884615385,5326.659,5,128,do
34,8.1,5.04,29.1,85.4,0,128,109.968,6532.695,1005.03,0.276371308,0.002843602,0.869230769,5527.665,10,128,do
31,8.4,5.74,29.3,91.1,16,112,83.424,6030.18,1005.03,0.036919831,0,0.233333333,5025.15,5,128,ph
33.5,8,5.28,29.2,83.7,0,128,112.496,6432.192,1005.03,0.181434599,0.025592417,0.946153846,5427.162,10,128,do
33,8,5.37,29.3,85.2,0,132,111.232,6331.689,1005.03,0.775316456,0.013270142,1.366666667,5326.659,10,132,do
33.5,8.1,5.38,29.2,85.3,0,132,109.968,6432.192,1105.533,0.75,0.016113744,1.638461538,5326.659,5,132,do
33.5,8.1,5.41,29.2,85.7,0,130,112.496,6331.689,1005.03,0.543248945,0.023696682,1.448717949,5326.659,5,130,do
33,8.1,5.42,29.3,86.1,0,134,115.024,6331.689,1005.03,0.681434599,0.018009479,1.443589744,5326.659,5,134,do
34,8,5.28,29.1,83.6,0,128,107.44,6432.192,1005.03,0.431434599,0.025592417,1.166666667,5427.162,5,128,do
33.5,8,5.39,29.1,85.4,0,132,111.232,6532.695,1105.533,0.194092827,0.006635071,0.941025641,5427.162,5,132,do
33.5,7.7,4.44,29.9,71.4,0,120,113.988,6363,5353,0.046413502,0.007109005,0.770833333,1010,5,120,safe
34,7.8,5.05,29.9,81.1,0,122,111.51,6464,5353,0.199367089,0.082938389,0.928240741,1111,5,122,do
34,7.8,4.75,29.9,76.3,0,124,105.315,6363,5353,0.067510549,0.009004739,0.789351852,1010,5,124,do
34,7.7,4.78,29.9,76.8,0,124,105.315,6363,5252,0,0.004265403,0.645833333,1111,5,124,do
33.5,7.9,4.72,29.9,75.9,0,122,115.227,6464,5454,0.049578059,0.006161137,0.701388889,1010,5,122,do
33.5,7.8,4.82,29.9,77.4,0,126,113.988,6464,5454,0.561181435,0.033649289,1.303240741,1010,5,126,do
33.5,7.9,4.72,29.8,75.7,0,120,115.227,6262,5252,0,0.001421801,0.613425926,1010,5,120,do
33.5,7.8,4.82,30,77.6,0,120,104.076,6363,5353,0,0.003317536,0.590277778,1010,10,120,do
34,7.8,4.84,30,77.9,0,124,115.227,6363,5353,0,0.004265403,0.456018519,1010,5,124,do
33.5,8.3,5,29.9,80.4,8,108,178.416,6464,5454,0.165611814,0.000473934,0.06712963,1010,5,116,do
33.5,7.8,4.97,29.9,79.9,0,126,115.227,6464,5454,0.497890295,0.025118483,1.06712963,1010,10,126,do
34,7.9,4.74,29.9,76.2,0,124,115.227,6363,5353,0,0.001421801,0.377314815,1010,5,124,do
34,7.8,4.74,30,76.3,0,130,113.988,6363,5252,0.116033755,0.006161137,0.618055556,1111,10,130,do
34,7.9,5,29.9,80.4,0,120,104.076,6363,5353,0.51371308,0.027014218,1.043981481,1010,10,120,do
33.5,7.7,4.31,30.7,70.1,0,124,111.51,6363.63,1010.1,0.923523207,0.038862559,1.243055556,5353.53,10,124,safe
34,7.6,4.31,30.6,70,0,122,112.749,6464.64,1111.11,0.000527426,0.007582938,1.93287037,5353.53,5,122,safe
34,7.8,4.72,30.6,76.7,0,122,112.749,6363.63,1111.11,0.000527426,0.006635071,0.94212963,5252.52,10,122,do
33.5,7.7,4.46,30.7,72.6,0,124,110.271,6363.63,1010.1,0.007911392,0.000947867,0.886574074,5353.53,5,124,safe
33.5,7.8,4.76,30.6,77.3,0,128,106.554,6363.63,1010.1,0.441455696,0.002843602,1.275462963,5353.53,5,128,do
31.5,8,5.19,31,85,8,118,95.403,6262.62,1010.1,0.010021097,0,0.335648148,5252.52,5,126,do
33.5,7.9,4.17,30.7,67.9,0,124,190.806,6363.63,1010.1,0.000527426,0,0.141203704,5353.53,5,124,safe
33.5,7.7,4.53,30.7,73.8,0,130,115.227,6262.62,1010.1,0.000527426,0.000947867,0.798611111,5252.52,5,130,do
34,7.8,4.65,30.7,75.7,0,130,113.988,6363.63,1010.1,0.781118143,0.051184834,1.56712963,5353.53,10,130,do
33.5,7.9,4.59,30.7,74.8,0,124,105.315,6363.63,1010.1,0.000527426,0,0.969907407,5353.53,5,124,do
33.5,7.8,4.62,30.7,75.2,0,124,193.284,6363.63,1010.1,0.000527426,0.013270142,0.701388889,5353.53,5,124,do
33.5,7.8,4.68,30.6,76.1,0,122,115.227,6363.63,1010.1,0.000527426,0.004739336,1.368055556,5353.53,5,122,do
34,7.8,4.83,30.7,78.6,0,128,115.227,6363.63,1010.1,0.000527426,0.001895735,0.775462963,5353.53,5,128,do
33.5,8.2,4.59,30.1,74,0,118,166.897,6300,5300,0,0.04009,0.638888889,1000,5,118,do
33.5,8.4,4.86,30,78.2,0,118,211.735,6300,5300,0,0.013715,0.375,1000,5,118,ph
335,8,4.28,30.2,69,0,126,114.54,6200,5200,0,0.03165,0.462962963,1000,10,126,safe
335,8,4.54,30.1,73.2,0,124,117.03,6300,5300,0,0.02532,0.180555556,1000,10,124,do
33.5,8.1,4.23,30.2,68.2,0,116,117.03,6300,5300,0,0.020045,0.736111111,1000,5,116,safe
33.5,7.9,4.09,30.1,65.9,0,124,115.785,6300,5300,0,0.01688,0.388888889,1000,5,124,safe
33.5,7.9,4.45,30.2,71.7,0,120,118.275,6200,5200,0,0.028485,0.555555556,1000,5,120,safe
33.5,7.9,4.52,30.3,73,0,122,112.05,6400,5400,0.0893,0.02532,0.217592593,1000,5,122,do
33.5,7.9,4.55,30.2,73.3,0,126,118.275,6300,5300,0,0.015825,0.189814815,1000,5,126,do
33.5,8.6,4.85,30.1,78.2,4,114,206.753,6300,5300,0,0.01266,0.24537037,1000,5,118,ph
33.5,8.1,4.48,30.2,72.1,0,122,118.275,6300,5300,0.22936,0.02743,1.018518519,1000,5,122,safe
33.5,8.1,4.54,30.1,73.2,0,122,118.275,6300,5300,0.0517,0.015825,0.449074074,1000,5,122,do
33.5,7.9,4.33,30.2,69.9,0,128,118.275,6300,5300,0,0.01266,0.273148148,1000,5,128,safe
33.5,7.9,4.53,30.1,72.9,0,122,119.52,6300,5300,0,0.00211,0.351851852,1000,5,122,do
33.5,7.6,4.12,30,66.4,0,126,117.03,6200,1000,0.477659574,0.085308057,0.861111111,5200,5,126,safe
34,7.6,4.51,29.9,72.4,0,122,181.843,6300,1100,0,0.004739336,0.212962963,5200,5,122,do
33.5,7.6,4.56,29.9,73.3,0,124,113.295,6200,1000,0,0.009478673,0.662037037,5200,5,124,do
33.5,7.7,4.59,29.9,73.8,0,128,110.805,6200,1000,0.85,0.087203791,0.74537037,5200,5,128,do
33.5,7.7,4.71,29.8,75.7,0,128,179.352,6300,1000,0.515957447,0.0492891,0.763888889,5300,5,128,do
31.5,8,5.46,29.9,87.7,0,134,103.335,5900,1000,0,0.009478673,0.384259259,4900,5,134,do
33.5,7.8,4.67,30,75.1,0,122,206.753,6200,1000,0,0.005687204,0.138888889,5200,5,122,do
34,7.8,4.73,29.9,76.2,0,124,104.58,6300,1000,0.414893617,0.015165877,0.898148148,5300,5,124,do
33.5,7.7,4.72,29.9,76,0,128,184.334,6200,1000,0.290425532,0.018009479,1.050925926,5200,5,128,do
33.5,7.8,4.89,29.9,78.6,0,124,105.825,6200,1000,0,0.009478673,0.324074074,5200,5,124,do
34,7.7,4.64,29.9,74.7,0,124,199.28,6200,1000,0,0.006635071,0.194444444,5200,5,124,do
34,7.8,4.77,29.9,76.6,0,120,115.785,6300,1000,0,0.004739336,0.527777778,5300,5,120,do
33.5,7.8,5.09,29.9,81.8,0,126,113.295,6200,1000,0.194680851,0.013270142,0.717592593,5200,5,126,do
33.5,7.7,4.83,29.7,77.4,0,126,185.222,6231.124,5226.104,0.735387885,0.073967339,0.227699531,1005.02,17.5,126,do
34,7.7,4.78,29.6,76.6,0,120,230.276,6231.124,5226.104,0,0.004803074,0.138497653,1005.02,17.5,120,do
33.5,7.6,4.52,29.7,72.5,0,120,200.24,6130.622,5125.602,0.307120085,0.028818444,0.584507042,1005.02,17.5,120,do
33.5,7.7,4.62,29.7,74.2,0,130,202.743,6231.124,5226.104,2.098831031,0.02401537,1.312206573,1005.02,17.5,130,do
33.5,7.6,4.31,29.7,69.2,0,118,180.216,6231.124,5226.104,0.25717322,0.027857829,0.678403756,1005.02,17.5,118,safe
33.5,7.7,4.45,29.6,71.3,0,116,202.743,6231.124,5326.606,0,0.006724304,0.377934272,904.518,17.5,116,safe
33.5,7.7,4.61,29.7,74,0,120,205.246,6130.622,5125.602,0.191285866,0.026897214,0.622065728,1005.02,17.5,120,do
33.5,7.7,4.56,29.9,73.3,0,120,190.228,6231.124,5226.104,0.797024442,0.047070125,0.274647887,1005.02,17.5,120,do
33.5,7.7,4.66,29.8,74.8,0,122,177.713,6231.124,5226.104,0.286928799,0.02209414,0.842723005,1005.02,25,122,do
33.5,7.8,4.81,29.7,77.2,0,122,215.258,6231.124,5226.104,0,0.009606148,0.251173709,1005.02,17.5,122,do
33.5,7.7,4.59,29.7,73.7,0,120,215.258,6231.124,5226.104,0,0.015369837,0.636150235,1005.02,25,120,do
33.5,7.8,4.83,29.7,77.4,0,124,185.222,6130.622,5125.602,0,0.011527378,0.157276995,1005.02,17.5,124,do
33.5,7.7,4.35,29.7,69.8,0,124,177.713,6231.124,5326.606,0.045696068,0.006724304,0.908450704,904.518,17.5,124,safe
33.5,7.8,4.58,29.7,73.5,0,120,207.749,6231.124,5226.104,0,0.014409222,0.53286385,1005.02,25,120,do
33.5,7.6,4.08,29.7,65.4,0,121.39,194.656,6130.683,1005.03,0.951115834,0.137848223,1.71319797,5125.653,17.5,121.39,safe
34,7.6,4.27,29.6,68.2,0,119.4,199.712,6262.62,1005.03,0.064824655,0.006243996,0.337563452,5257.59,17.5,119.4,safe
33.5,7.7,4.38,29.6,70.1,0,121.39,209.824,6262.62,1005.03,0,0.013928915,0.464467005,5257.59,17.5,121.39,safe
33.5,7.7,4.35,29.7,65.6,0,125.37,194.656,6262.62,1005.03,1.234856536,0.171469741,1.098984772,5257.59,17.5,125.37,safe
33.5,7.7,4.47,29.6,71.4,0,129.35,189.6,6161.61,904.527,1.251859724,0.08309318,0.804568528,5257.083,17.5,129.35,safe
31.5,7.9,4.35,29.6,85.4,0,125.37,120.08,5959.59,1005.03,0,0.015850144,0.611675127,4954.56,17.5,125.37,safe
33.5,7.6,4.19,29.7,67,0,119.4,192.128,6262.62,1005.03,0,0.007204611,0.139593909,5257.59,17.5,119.4,safe
33.5,7.6,4.29,29.7,68.7,0,119.4,118.816,6262.62,1005.03,0.188097768,0.025456292,1.144670051,5257.59,17.5,119.4,safe
33.5,7.7,4.52,29.7,72.3,0,121.39,182.016,6262.62,1005.03,0.806588735,0.154178674,1.850253807,5257.59,17.5,121.39,do
33.5,7.7,4.64,29.6,74.1,0,119.4,199.712,6161.61,904.527,0.459086079,0.025456292,0.413705584,5257.083,17.5,119.4,do
34,7.7,4.38,29.7,70.1,0,119.4,222.464,6262.62,1005.03,0,0.015850144,0.505076142,5257.59,17.5,119.4,safe
33.5,7.7,4.47,29.7,71.5,0,119.4,117.552,6161.61,904.527,0,0.01104707,0.362944162,5257.083,17.5,119.4,safe
33,7.9,4.94,29.1,78.2,0,128,208.745,6200,5200,1.577045696,0.157060519,0.968292683,1000,5,128,do
34,8,4.97,28.9,78.5,0,124,211.26,6300,5300,0.647183847,0.012007685,0.104878049,1000,5,124,do
33.5,7.9,4.93,29,77.9,0,120,203.715,6300,5300,2.382571732,0.038904899,1.631707317,1000,10,120,do
34,7.9,4.9,29,77.5,0,136,218.805,6200,5200,5.808714134,0.093659942,2.412195122,1000,10,136,do
33.5,7.9,4.86,29,76.8,0,126,196.17,6300,5300,2.029755579,0.03314121,1.431707317,1000,5,126,do
33.5,7.9,4.98,28.8,78.5,0,120,188.625,6200,5200,0.007438895,0.012007685,0.17804878,1000,5,120,do
33.5,7.9,4.98,29,78.7,0,122,198.685,6200,5200,0.697130712,0.024495677,0.509756098,1000,5,122,do
33.5,7.9,4.8,29.1,76,0,130,203.715,6200,5200,1.512221041,0.192603266,1.13902439,1000,10,130,do
33.5,7.9,4.87,29.1,77.2,0,130,191.14,6200,5200,2.024442083,0.045629203,1.470731707,1000,5,130,do
33.5,8.1,5.38,28.9,85,0,126,178.565,6200,5200,1.434643996,0.021613833,1.153658537,1000,5,126,do
33.5,8.1,5.18,28.9,81.7,0,118,203.715,6200,5200,0.015940489,0.013928915,0.334146341,1000,5,118,do
33.5,8.1,5.37,29,84.8,0,124,186.11,6200,5200,1.054197662,0.029298751,0.217073171,1000,5,124,do
33.5,8,4.84,29,76.6,0,124,171.02,6200,5200,0.311370882,0.029298751,0.77804878,1000,5,124,do
33.5,8,5.13,28.9,81,0,120,186.11,6200,5200,0.006376196,0.0129683,0.46097561,1000,5,120,do
33,7.7,5.06,28.4,79.3,0,124,206.23,6000,1000,2.018597237,0.276657061,2.373170732,5000,10,124,do
33.5,7.8,5.04,28.3,79,0,126,183.595,6100,1000,0.858129649,0.02209414,0.617073171,5100,5,126,do
33.5,7.8,5,28.3,78.2,0,118,196.17,6000,1000,0.282146652,0.019212296,0.875609756,5000,10,118,do
33.5,7.8,5.08,28.4,79.7,0,128,198.685,6000,1000,2.147183847,0.506243996,0.841463415,5000,1.75,128,do
33.5,7.9,5.37,28.2,84,0,134,186.11,6100,900,5.453241233,0.246878002,2.363414634,5200,10,134,do
31.5,8,5.52,28.2,86.3,0,122,168.505,5900,900,0.078108395,0.016330451,0.695121951,5000,10,122,do
33.5,7.9,5.1,28.4,80,0,124,176.05,6000,900,2.168437832,0.097022094,1.992682927,5100,5,124,do
33.5,7.9,5.03,28.4,78.9,0,124,191.14,6100,900,1.673219979,0.087415946,1.446341463,5200,10,124,do
33.5,7.9,5.13,28.4,80.5,0,120,198.685,6000,1000,1.840063762,0.772334294,1.97804878,5000,17.5,120,do
33.5,7.9,5.08,28.3,79.6,0,120,216.29,6000,900,1.458554729,0.042267051,0.66097561,5100,10,120,do
33.5,7.8,5.11,28.4,80.1,0,118,226.35,6100,900,0.022848034,0.025936599,1.280487805,5200,10,118,do
31.5,7.8,4.72,29.7,75.8,0,136,203.715,5858,4949,4.342213115,0.52401537,0.94047619,909,17.5,136,do
31,7.8,4.74,29.6,75.9,0,128,176.05,5959,5050,1.346311475,0.112872238,0.588095238,909,10,128,do
31,7.9,4.85,296,77.5,0,136,186.11,5858,4949,6.125,0.71037464,2.15952381,909,17.5,136,do
31.5,7.9,4.89,29.5,78.2,0,132,196.17,5959,5050,8.573770492,1.348222863,2.65952381,909,17.5,132,do
31.5,7.9,4.54,29.6,72.7,0,134,196.17,5959,5050,5.838114754,0.102305476,2.102380952,909,10,134,do
31,7.8,4.64,29.5,74.2,0,120,191.14,5858,4848,0.319672131,0.025456292,0.111904762,1010,10,120,do
31,7.9,4.9,29.6,78.4,0,128,186.11,5858,4848,4.086065574,0.071565802,0.645238095,1010,10,128,do
31.5,7.78,4.91,29.8,78.5,0,134,181.08,5959,4949,5.899590164,0.3376561,2.121428571,1010,17.5,134,do
31,7.8,4.78,29.7,76.7,0,132,171.02,5858,4949,4.168032787,0.188760807,1.769047619,909,10,132,do
31,7.9,5.13,29.6,82.2,0,128,160.96,5858,4949,1.971311475,0.101344861,1.35,909,10,128,do
31,7.9,4.91,29.6,78.7,0,122,165.99,5858,4949,1.37192623,0.028338136,0.621428571,909,5,122,do
31,7.9,4.98,29.7,79,0,122,178.565,5858,4949,0.793032787,0.102305476,0.507142857,909,10,122,do
31,7.9,4.94,29.7,79.1,0,126,181.08,5858,4949,1.445696721,0.042747358,0.583333333,909,5,126,do
31,7.9,4.85,29.7,77.7,0,120,176.05,5858,4949,1.353483607,0.014889529,0.354761905,909,10,120,do
31,7.7,4.79,29.5,76.5,0,134,173.535,5800,900,6.016393443,0.970220941,2.347619048,4900,10,134,do
31.5,7.7,4.7,29.4,75.1,0,136,191.14,5800,1000,5.24795082,0.128722382,1.980952381,4800,10,136,do
31.5,7.8,4.83,29.5,77.1,0,128,198.685,5700,1000,3.547131148,0.150816523,1.833333333,4700,17.5,128,do
31.5,7.8,4.84,29.5,77.3,0,138,193.655,5800,900,5.329918033,1.262247839,1.761904762,4900,17.5,138,do
31.5,7.9,4.87,29.3,77.6,0,132,186.11,5800,900,5.729508197,1.077809798,1.895238095,4900,17.5,132,do
